campaign_id,company_size,industry,marketing_channel,ad_spend,duration,target_audience,region,device,operating_system,browser,engagement_metric,conversion_rate,success,budget_allocation,audience_reach,device_conversion_rate,os_conversion_rate,browser_conversion_rate
4760,100+,e-commerce,email,18999,46,suburban,Asia-Pacific,mobile,Windows,Firefox,247430,0.761458986,1,413.0217391,274922.2222,0.8,0.7,0.8
4761,Nov-50,retail,social media,12193,64,18-34,Asia-Pacific,desktop,iOS,Safari,88423,0.863674692,1,190.515625,88423,0.9,0.9,0.7
4762,100+,finance,search engine,33540,40,35-54,Africa,desktop,Windows,Firefox,462132,0.02387001,0,838.5,577665,0.9,0.7,0.8
4763,51-100,e-commerce,search engine,16001,31,18-34,Asia-Pacific,tablet,Windows,Safari,2616,0.113761382,1,516.1612903,2616,0.7,0.7,0.7
4764,Nov-50,manufacturing,email,14078,62,rural,South America,mobile,Windows,Chrome,491957,0.954837552,1,227.0645161,702795.7143,0.8,0.7,0.9
4765,Nov-50,finance,content marketing,28949,38,urban,Europe,tablet,Android,Chrome,357778,0.125781392,1,761.8157895,298148.3333,0.7,0.8,0.9
4766,100+,manufacturing,content marketing,29245,28,suburban,South America,desktop,Android,Safari,472266,0.487869607,1,1044.464286,524740,0.9,0.8,0.7
4767,100+,manufacturing,content marketing,24131,71,urban,South America,tablet,iOS,Firefox,188588,0.166949523,1,339.8732394,157156.6667,0.7,0.9,0.8
4768,10-Jan,finance,search engine,37811,27,rural,Europe,desktop,Android,Firefox,496817,0.811887938,1,1400.407407,709738.5714,0.9,0.8,0.8
4769,51-100,services,influencer,36543,86,rural,Africa,desktop,iOS,Firefox,113945,0.096503267,1,424.9186047,162778.5714,0.9,0.9,0.8
4770,Nov-50,e-commerce,email,41610,27,18-34,Africa,tablet,Windows,Firefox,91737,0.085616824,0,1541.111111,91737,0.7,0.7,0.8
4771,10-Jan,finance,search engine,9705,34,suburban,Europe,tablet,Android,Chrome,487245,0.504703242,1,285.4411765,541383.3333,0.7,0.8,0.9
4772,Nov-50,finance,content marketing,23272,25,urban,South America,desktop,Android,Firefox,211487,0.238179338,1,930.88,176239.1667,0.9,0.8,0.8
4773,Nov-50,manufacturing,search engine,36834,20,suburban,North America,mobile,Android,Safari,358349,0.661556142,1,1841.7,398165.5556,0.8,0.8,0.7
4774,100+,retail,search engine,18640,30,55+,Asia-Pacific,mobile,Android,Firefox,26262,0.684797576,1,621.3333333,43770,0.8,0.8,0.8
4775,Nov-50,finance,search engine,21012,26,18-34,Asia-Pacific,desktop,Windows,Safari,275643,0.586048591,1,808.1538462,275643,0.9,0.7,0.7
4776,100+,healthcare,content marketing,10883,38,18-34,Asia-Pacific,tablet,Windows,Safari,226288,0.834634422,1,286.3947368,226288,0.7,0.7,0.7
4777,10-Jan,services,influencer,30295,80,55+,North America,desktop,Android,Chrome,75014,0.697351252,1,378.6875,125023.3333,0.9,0.8,0.9
4778,Nov-50,e-commerce,social media,22074,58,35-54,South America,mobile,Windows,Safari,362867,0.18751684,1,380.5862069,453583.75,0.8,0.7,0.7
4779,Nov-50,manufacturing,email,11842,71,rural,Africa,desktop,Windows,Firefox,367950,0.078407424,1,166.7887324,525642.8571,0.9,0.7,0.8
4780,Nov-50,finance,email,36556,58,urban,Europe,desktop,Windows,Firefox,129191,0.747762667,1,630.2758621,107659.1667,0.9,0.7,0.8
4781,10-Jan,finance,search engine,13301,64,35-54,Asia-Pacific,desktop,iOS,Chrome,462182,0.740021529,1,207.828125,577727.5,0.9,0.9,0.9
4782,10-Jan,finance,influencer,42326,85,suburban,North America,mobile,Android,Firefox,318625,0.850322866,1,497.9529412,354027.7778,0.8,0.8,0.8
4783,Nov-50,finance,content marketing,36579,16,urban,Europe,mobile,iOS,Safari,320642,0.202345732,1,2286.1875,267201.6667,0.8,0.9,0.7
4784,Nov-50,retail,social media,30090,76,urban,South America,tablet,iOS,Firefox,329956,0.223147959,1,395.9210526,274963.3333,0.7,0.9,0.8
4785,Nov-50,manufacturing,social media,13828,21,rural,North America,tablet,Windows,Safari,24993,0.576671238,1,658.4761905,35704.28571,0.7,0.7,0.7
4786,Nov-50,finance,search engine,43080,53,urban,North America,mobile,iOS,Firefox,341860,0.155619319,0,812.8301887,284883.3333,0.8,0.9,0.8
4787,100+,healthcare,search engine,5626,16,55+,Europe,mobile,Windows,Firefox,427268,0.296337804,1,351.625,712113.3333,0.8,0.7,0.8
4788,100+,retail,content marketing,37837,27,18-34,Europe,desktop,Windows,Firefox,389053,0.812430686,1,1401.37037,389053,0.9,0.7,0.8
4789,Nov-50,e-commerce,content marketing,28933,25,55+,Asia-Pacific,tablet,iOS,Safari,199437,0.33421222,1,1157.32,332395,0.7,0.9,0.7
4790,Nov-50,finance,content marketing,26997,74,55+,South America,tablet,Android,Safari,456996,0.01132872,1,364.8243243,761660,0.7,0.8,0.7
4791,10-Jan,manufacturing,search engine,37591,28,55+,Europe,desktop,Android,Chrome,408819,0.650826325,1,1342.535714,681365,0.9,0.8,0.9
4792,100+,manufacturing,influencer,19432,69,35-54,Asia-Pacific,tablet,Windows,Safari,172552,0.18058618,0,281.6231884,215690,0.7,0.7,0.7
4793,10-Jan,technology,search engine,33375,44,55+,Asia-Pacific,mobile,iOS,Safari,268951,0.195832398,1,758.5227273,448251.6667,0.8,0.9,0.7
4794,Nov-50,technology,search engine,15042,21,18-34,Europe,mobile,Android,Firefox,466261,0.016529627,1,716.2857143,466261,0.8,0.8,0.8
4795,Nov-50,services,social media,25703,76,urban,North America,mobile,iOS,Firefox,495750,0.578032038,1,338.1973684,413125,0.8,0.9,0.8
4796,Nov-50,finance,content marketing,27345,81,35-54,North America,mobile,iOS,Chrome,108715,0.561904131,1,337.5925926,135893.75,0.8,0.9,0.9
4797,10-Jan,services,email,16070,50,rural,North America,desktop,iOS,Chrome,496402,0.096435934,1,321.4,709145.7143,0.9,0.9,0.9
4798,51-100,services,content marketing,16544,36,55+,Asia-Pacific,tablet,Windows,Chrome,58822,0.050430639,1,459.5555556,98036.66667,0.7,0.7,0.9
4799,10-Jan,manufacturing,influencer,13059,30,55+,North America,desktop,Windows,Firefox,256470,0.490836074,1,435.3,427450,0.9,0.7,0.8
4800,51-100,healthcare,influencer,44552,52,urban,South America,desktop,Windows,Chrome,297189,0.781290418,1,856.7692308,247657.5,0.9,0.7,0.9
4801,10-Jan,finance,content marketing,23018,10,urban,North America,mobile,Android,Firefox,6671,0.953742172,1,2301.8,5559.166667,0.8,0.8,0.8
4802,10-Jan,finance,content marketing,19093,12,rural,North America,desktop,iOS,Firefox,142872,0.075154007,1,1591.083333,204102.8571,0.9,0.9,0.8
4803,100+,finance,search engine,49436,44,35-54,Asia-Pacific,desktop,Windows,Chrome,425141,0.708172053,1,1123.545455,531426.25,0.9,0.7,0.9
4804,10-Jan,e-commerce,email,7543,32,rural,Africa,desktop,iOS,Safari,364205,0.191446959,1,235.71875,520292.8571,0.9,0.9,0.7
4805,100+,e-commerce,search engine,21118,25,rural,South America,mobile,iOS,Chrome,499437,0.03397582,1,844.72,713481.4286,0.8,0.9,0.9
4806,Nov-50,retail,social media,12353,8,18-34,Asia-Pacific,desktop,Windows,Chrome,95248,0.334771383,1,1544.125,95248,0.9,0.7,0.9
4807,10-Jan,services,social media,18349,74,35-54,South America,mobile,Android,Firefox,491951,0.573881325,1,247.9594595,614938.75,0.8,0.8,0.8
4808,100+,finance,influencer,5768,75,urban,South America,mobile,Windows,Firefox,323018,0.601352015,1,76.90666667,269181.6667,0.8,0.7,0.8
4809,Nov-50,technology,influencer,19163,53,18-34,North America,tablet,iOS,Safari,221469,0.049201925,1,361.5660377,221469,0.7,0.9,0.7
4810,100+,finance,email,20095,35,55+,South America,desktop,iOS,Firefox,41979,0.927797123,1,574.1428571,69965,0.9,0.9,0.8
4811,10-Jan,services,influencer,7603,70,rural,North America,mobile,Android,Safari,381011,0.054588463,1,108.6142857,544301.4286,0.8,0.8,0.7
4812,100+,manufacturing,social media,5991,86,55+,South America,tablet,Windows,Safari,467321,0.217191871,1,69.6627907,778868.3333,0.7,0.7,0.7
4813,10-Jan,retail,email,31304,18,suburban,Africa,tablet,iOS,Safari,235148,0.432504663,1,1739.111111,261275.5556,0.7,0.9,0.7
4814,Nov-50,services,social media,47988,79,urban,South America,tablet,iOS,Safari,407144,0.945652341,1,607.443038,339286.6667,0.7,0.9,0.7
4815,51-100,retail,content marketing,21872,17,suburban,Europe,mobile,iOS,Chrome,355513,0.991232466,1,1286.588235,395014.4444,0.8,0.9,0.9
4816,100+,manufacturing,content marketing,13179,14,35-54,North America,mobile,iOS,Chrome,332519,0.000351768,1,941.3571429,415648.75,0.8,0.9,0.9
4817,100+,manufacturing,email,9152,66,35-54,Africa,desktop,Windows,Chrome,261964,0.22451573,1,138.6666667,327455,0.9,0.7,0.9
4818,100+,manufacturing,search engine,32895,32,rural,North America,mobile,Windows,Chrome,250677,0.501350536,1,1027.96875,358110,0.8,0.7,0.9
4819,100+,e-commerce,influencer,31727,38,18-34,Africa,desktop,Windows,Firefox,388417,0.694395604,0,834.9210526,388417,0.9,0.7,0.8
4820,10-Jan,retail,email,32180,45,rural,North America,mobile,Windows,Safari,469201,0.656746268,1,715.1111111,670287.1429,0.8,0.7,0.7
4821,Nov-50,services,influencer,5734,10,urban,Europe,tablet,Windows,Firefox,321604,0.251510854,1,573.4,268003.3333,0.7,0.7,0.8
4822,Nov-50,e-commerce,social media,10678,50,18-34,Europe,mobile,Android,Chrome,425502,0.197513609,1,213.56,425502,0.8,0.8,0.9
4823,Nov-50,services,search engine,41077,89,18-34,Africa,desktop,Windows,Safari,100473,0.014273901,1,461.5393258,100473,0.9,0.7,0.7
4824,Nov-50,services,influencer,29946,41,35-54,Asia-Pacific,desktop,iOS,Safari,200351,0.842859887,1,730.3902439,250438.75,0.9,0.9,0.7
4825,Nov-50,manufacturing,content marketing,31649,57,35-54,North America,tablet,Windows,Firefox,322473,0.378797024,1,555.245614,403091.25,0.7,0.7,0.8
4826,10-Jan,e-commerce,content marketing,9701,57,rural,Asia-Pacific,tablet,Android,Chrome,246345,0.864340792,1,170.1929825,351921.4286,0.7,0.8,0.9
4827,51-100,retail,social media,33781,35,urban,South America,tablet,iOS,Firefox,256977,0.323705948,1,965.1714286,214147.5,0.7,0.9,0.8
4828,10-Jan,technology,email,18060,84,35-54,Europe,desktop,Android,Safari,241747,0.756034788,1,215,302183.75,0.9,0.8,0.7
4829,Nov-50,technology,influencer,31877,42,urban,North America,mobile,iOS,Chrome,388169,0.06966106,1,758.9761905,323474.1667,0.8,0.9,0.9
4830,Nov-50,finance,social media,15022,84,suburban,Europe,mobile,iOS,Chrome,311767,0.811440752,1,178.8333333,346407.7778,0.8,0.9,0.9
4831,51-100,manufacturing,content marketing,23243,66,rural,South America,desktop,Windows,Firefox,30574,0.89101235,0,352.1666667,43677.14286,0.9,0.7,0.8
4832,51-100,retail,content marketing,45487,21,55+,Africa,desktop,Android,Firefox,25873,0.264880341,1,2166.047619,43121.66667,0.9,0.8,0.8
4833,51-100,finance,content marketing,5916,57,rural,North America,desktop,Android,Firefox,260876,0.141864952,1,103.7894737,372680,0.9,0.8,0.8
4834,10-Jan,manufacturing,search engine,28648,56,suburban,North America,desktop,iOS,Chrome,198890,0.196144851,1,511.5714286,220988.8889,0.9,0.9,0.9
4835,Nov-50,healthcare,search engine,44449,61,35-54,North America,mobile,Windows,Safari,405883,0.867784628,0,728.6721311,507353.75,0.8,0.7,0.7
4836,10-Jan,manufacturing,content marketing,49135,18,55+,Africa,tablet,iOS,Chrome,300267,0.286205741,1,2729.722222,500445,0.7,0.9,0.9
4837,Nov-50,manufacturing,email,48594,56,55+,Europe,mobile,Android,Chrome,287087,0.231354499,1,867.75,478478.3333,0.8,0.8,0.9
4838,Nov-50,finance,search engine,42460,68,rural,Africa,desktop,iOS,Chrome,405997,0.978883062,0,624.4117647,579995.7143,0.9,0.9,0.9
4839,10-Jan,services,influencer,20855,11,rural,Europe,tablet,Windows,Chrome,266734,0.670011114,0,1895.909091,381048.5714,0.7,0.7,0.9
4840,Nov-50,services,search engine,31736,33,18-34,North America,mobile,Android,Firefox,178167,0.832225043,1,961.6969697,178167,0.8,0.8,0.8
4841,100+,services,influencer,6335,85,55+,Africa,desktop,iOS,Firefox,265545,0.747054609,1,74.52941176,442575,0.9,0.9,0.8
4842,100+,manufacturing,search engine,32192,15,urban,South America,desktop,Windows,Safari,195727,0.374013663,1,2146.133333,163105.8333,0.9,0.7,0.7
4843,Nov-50,services,content marketing,33294,41,35-54,Africa,desktop,Android,Chrome,52858,0.862746385,0,812.0487805,66072.5,0.9,0.8,0.9
4844,10-Jan,retail,influencer,15892,19,35-54,Europe,mobile,Windows,Chrome,393593,0.588169068,1,836.4210526,491991.25,0.8,0.7,0.9
4845,10-Jan,finance,email,47913,50,18-34,North America,mobile,iOS,Safari,155408,0.657396597,0,958.26,155408,0.8,0.9,0.7
4846,Nov-50,finance,search engine,30524,52,rural,Europe,mobile,Android,Chrome,67705,0.326078064,0,587,96721.42857,0.8,0.8,0.9
4847,100+,manufacturing,search engine,5301,74,rural,Asia-Pacific,desktop,Windows,Chrome,253066,0.981163882,1,71.63513514,361522.8571,0.9,0.7,0.9
4848,10-Jan,finance,content marketing,45508,83,18-34,North America,mobile,Android,Safari,165772,0.854601875,0,548.2891566,165772,0.8,0.8,0.7
4849,51-100,retail,influencer,34912,80,35-54,South America,tablet,iOS,Safari,247963,0.148114434,1,436.4,309953.75,0.7,0.9,0.7
4850,10-Jan,manufacturing,content marketing,19903,59,18-34,South America,tablet,iOS,Safari,236454,0.203877139,1,337.3389831,236454,0.7,0.9,0.7
4851,100+,finance,influencer,32164,7,55+,Asia-Pacific,desktop,Windows,Safari,247007,0.748583703,1,4594.857143,411678.3333,0.9,0.7,0.7
4852,Nov-50,healthcare,search engine,40469,17,55+,Europe,tablet,Android,Chrome,340102,0.025751766,0,2380.529412,566836.6667,0.7,0.8,0.9
4853,51-100,healthcare,search engine,47435,56,urban,South America,desktop,iOS,Safari,180981,0.335450426,1,847.0535714,150817.5,0.9,0.9,0.7
4854,Nov-50,services,search engine,30189,15,rural,Europe,mobile,Windows,Safari,362992,0.532518532,0,2012.6,518560,0.8,0.7,0.7
4855,51-100,manufacturing,search engine,10644,44,18-34,North America,desktop,Windows,Firefox,368761,0.204911095,1,241.9090909,368761,0.9,0.7,0.8
4856,10-Jan,finance,social media,10520,19,35-54,Africa,desktop,Windows,Firefox,421978,0.873151127,1,553.6842105,527472.5,0.9,0.7,0.8
4857,10-Jan,retail,search engine,38436,11,rural,North America,mobile,Android,Safari,448620,0.889268154,1,3494.181818,640885.7143,0.8,0.8,0.7
4858,100+,technology,search engine,7128,31,rural,Europe,desktop,iOS,Safari,110249,0.956846147,1,229.9354839,157498.5714,0.9,0.9,0.7
4859,100+,retail,influencer,20459,16,suburban,Asia-Pacific,desktop,iOS,Firefox,386002,0.146330891,0,1278.6875,428891.1111,0.9,0.9,0.8
4860,100+,finance,search engine,44506,11,35-54,North America,tablet,Android,Safari,415212,0.07928754,0,4046,519015,0.7,0.8,0.7
4861,51-100,services,search engine,21601,28,rural,South America,desktop,iOS,Firefox,271477,0.556094508,1,771.4642857,387824.2857,0.9,0.9,0.8
4862,100+,retail,influencer,13940,48,suburban,North America,tablet,Windows,Firefox,277847,0.792432931,1,290.4166667,308718.8889,0.7,0.7,0.8
4863,10-Jan,e-commerce,search engine,41988,26,suburban,North America,desktop,Windows,Firefox,373072,0.291058305,1,1614.923077,414524.4444,0.9,0.7,0.8
4864,Nov-50,technology,search engine,29776,34,urban,North America,mobile,Android,Chrome,430883,0.240971568,1,875.7647059,359069.1667,0.8,0.8,0.9
4865,Nov-50,healthcare,content marketing,36745,27,suburban,Asia-Pacific,mobile,Windows,Firefox,3908,0.517720769,1,1360.925926,4342.222222,0.8,0.7,0.8
4866,51-100,e-commerce,social media,24005,17,55+,Europe,tablet,iOS,Safari,79241,0.482055949,1,1412.058824,132068.3333,0.7,0.9,0.7
4867,Nov-50,technology,influencer,42907,75,55+,Asia-Pacific,desktop,iOS,Safari,150678,0.479550017,1,572.0933333,251130,0.9,0.9,0.7
4868,10-Jan,manufacturing,content marketing,36702,43,rural,South America,desktop,Android,Firefox,20345,0.405276997,1,853.5348837,29064.28571,0.9,0.8,0.8
4869,Nov-50,e-commerce,email,5721,55,urban,Europe,desktop,Windows,Chrome,288708,0.727057544,1,104.0181818,240590,0.9,0.7,0.9
4870,100+,manufacturing,email,46911,75,35-54,South America,tablet,iOS,Safari,79643,0.614690732,1,625.48,99553.75,0.7,0.9,0.7
4871,Nov-50,services,social media,39649,39,35-54,Europe,tablet,iOS,Firefox,339033,0.487815285,1,1016.641026,423791.25,0.7,0.9,0.8
4872,10-Jan,manufacturing,email,26565,51,rural,Europe,tablet,iOS,Safari,344783,0.720700495,0,520.8823529,492547.1429,0.7,0.9,0.7
4873,10-Jan,manufacturing,social media,23704,14,rural,North America,tablet,Windows,Firefox,138368,0.261696091,1,1693.142857,197668.5714,0.7,0.7,0.8
4874,Nov-50,healthcare,email,44718,12,35-54,North America,tablet,iOS,Safari,351002,0.891836776,1,3726.5,438752.5,0.7,0.9,0.7
4875,Nov-50,finance,email,14968,21,35-54,Asia-Pacific,tablet,Windows,Chrome,122588,0.384167668,1,712.7619048,153235,0.7,0.7,0.9
4876,51-100,technology,content marketing,20098,21,55+,Europe,mobile,iOS,Chrome,129203,0.327592673,1,957.047619,215338.3333,0.8,0.9,0.9
4877,51-100,e-commerce,email,13890,15,55+,South America,mobile,Windows,Chrome,174567,0.542274953,0,926,290945,0.8,0.7,0.9
4878,51-100,finance,social media,5621,67,urban,North America,desktop,iOS,Chrome,486663,0.270409406,1,83.89552239,405552.5,0.9,0.9,0.9
4879,Nov-50,technology,search engine,34657,62,urban,South America,desktop,Windows,Safari,152621,0.268740174,0,558.983871,127184.1667,0.9,0.7,0.7
4880,100+,e-commerce,search engine,21843,11,urban,North America,tablet,Android,Safari,340099,0.077874639,1,1985.727273,283415.8333,0.7,0.8,0.7
4881,Nov-50,finance,search engine,30660,32,35-54,Europe,mobile,Android,Chrome,235843,0.651939052,1,958.125,294803.75,0.8,0.8,0.9
4882,Nov-50,services,social media,29875,86,35-54,South America,tablet,Android,Safari,384369,0.912730365,1,347.3837209,480461.25,0.7,0.8,0.7
4883,100+,retail,social media,20698,63,55+,Asia-Pacific,mobile,iOS,Firefox,227127,0.685263554,1,328.5396825,378545,0.8,0.9,0.8
4884,10-Jan,manufacturing,search engine,31006,41,55+,Asia-Pacific,mobile,Windows,Chrome,136053,0.567737447,1,756.2439024,226755,0.8,0.7,0.9
4885,10-Jan,manufacturing,email,29525,16,18-34,Asia-Pacific,mobile,iOS,Safari,227366,0.711788622,1,1845.3125,227366,0.8,0.9,0.7
4886,100+,finance,search engine,43143,86,18-34,North America,mobile,Windows,Firefox,809,0.966450844,0,501.6627907,809,0.8,0.7,0.8
4887,Nov-50,manufacturing,influencer,28696,27,rural,North America,tablet,Windows,Firefox,106549,0.336493742,1,1062.814815,152212.8571,0.7,0.7,0.8
4888,51-100,e-commerce,social media,36310,18,35-54,Asia-Pacific,tablet,iOS,Safari,486723,0.430690558,1,2017.222222,608403.75,0.7,0.9,0.7
4889,10-Jan,finance,influencer,31964,15,rural,South America,tablet,Windows,Chrome,359148,0.286218422,1,2130.933333,513068.5714,0.7,0.7,0.9
4890,51-100,finance,influencer,10925,22,55+,North America,mobile,Android,Firefox,442749,0.016721058,1,496.5909091,737915,0.8,0.8,0.8
4891,Nov-50,technology,social media,36122,79,35-54,Asia-Pacific,desktop,iOS,Chrome,360400,0.347426548,1,457.2405063,450500,0.9,0.9,0.9
4892,10-Jan,manufacturing,search engine,44199,60,rural,North America,tablet,Android,Safari,335062,0.071615555,1,736.65,478660,0.7,0.8,0.7
4893,51-100,e-commerce,content marketing,38756,29,rural,Africa,tablet,Android,Safari,456397,0.858398764,0,1336.413793,651995.7143,0.7,0.8,0.7
4894,Nov-50,finance,influencer,29789,45,suburban,South America,desktop,Android,Safari,227347,0.715609194,1,661.9777778,252607.7778,0.9,0.8,0.7
4895,Nov-50,e-commerce,search engine,21915,28,18-34,Europe,tablet,iOS,Chrome,395638,0.304031409,1,782.6785714,395638,0.7,0.9,0.9
4896,10-Jan,e-commerce,content marketing,7917,61,urban,South America,tablet,Android,Chrome,5033,0.32794466,1,129.7868852,4194.166667,0.7,0.8,0.9
4897,10-Jan,retail,influencer,11885,37,35-54,Europe,mobile,iOS,Firefox,233701,0.569603274,1,321.2162162,292126.25,0.8,0.9,0.8
4898,Nov-50,services,search engine,41387,80,suburban,Asia-Pacific,desktop,iOS,Firefox,194431,0.798031917,1,517.3375,216034.4444,0.9,0.9,0.8
4899,10-Jan,e-commerce,influencer,15410,53,urban,North America,desktop,Android,Chrome,194771,0.718707296,1,290.754717,162309.1667,0.9,0.8,0.9
4900,100+,manufacturing,search engine,34209,33,rural,Asia-Pacific,desktop,Windows,Safari,183607,0.028818128,1,1036.636364,262295.7143,0.9,0.7,0.7
4901,10-Jan,e-commerce,email,18574,54,suburban,Europe,tablet,Windows,Chrome,296241,0.785296042,1,343.962963,329156.6667,0.7,0.7,0.9
4902,Nov-50,services,email,36521,45,55+,Africa,desktop,iOS,Firefox,172100,0.881333811,1,811.5777778,286833.3333,0.9,0.9,0.8
4903,10-Jan,e-commerce,social media,34061,27,55+,Europe,mobile,Android,Safari,101159,0.089889808,1,1261.518519,168598.3333,0.8,0.8,0.7
4904,Nov-50,services,content marketing,44332,21,55+,North America,desktop,iOS,Firefox,88088,0.770059729,1,2111.047619,146813.3333,0.9,0.9,0.8
4905,100+,healthcare,influencer,35805,87,rural,Africa,desktop,Windows,Safari,322623,0.251729085,1,411.5517241,460890,0.9,0.7,0.7
4906,10-Jan,finance,influencer,40828,51,urban,North America,mobile,iOS,Chrome,134472,0.173708394,1,800.5490196,112060,0.8,0.9,0.9
4907,100+,manufacturing,search engine,19826,25,urban,Africa,tablet,iOS,Firefox,240525,0.543876534,1,793.04,200437.5,0.7,0.9,0.8
4908,Nov-50,retail,content marketing,35779,59,55+,North America,mobile,Windows,Safari,323457,0.552671876,1,606.4237288,539095,0.8,0.7,0.7
4909,51-100,e-commerce,influencer,40292,61,rural,Europe,mobile,Android,Firefox,457589,0.470876858,1,660.5245902,653698.5714,0.8,0.8,0.8
4910,Nov-50,e-commerce,content marketing,17607,55,urban,Europe,desktop,Windows,Chrome,317664,0.901803174,1,320.1272727,264720,0.9,0.7,0.9
4911,100+,services,content marketing,6100,84,55+,Europe,desktop,Android,Firefox,412908,0.241615589,1,72.61904762,688180,0.9,0.8,0.8
4912,Nov-50,retail,email,13310,67,35-54,Europe,desktop,Android,Firefox,426346,0.602543758,1,198.6567164,532932.5,0.9,0.8,0.8
4913,Nov-50,healthcare,influencer,48728,66,55+,Africa,desktop,Windows,Safari,111047,0.409867213,1,738.3030303,185078.3333,0.9,0.7,0.7
4914,10-Jan,technology,influencer,43069,82,rural,South America,mobile,iOS,Safari,181144,0.873778998,1,525.2317073,258777.1429,0.8,0.9,0.7
4915,10-Jan,manufacturing,social media,29201,30,18-34,South America,tablet,iOS,Chrome,94815,0.13281514,1,973.3666667,94815,0.7,0.9,0.9
4916,100+,e-commerce,content marketing,14233,45,35-54,Asia-Pacific,tablet,Windows,Safari,83250,0.082915277,1,316.2888889,104062.5,0.7,0.7,0.7
4917,Nov-50,finance,search engine,49095,67,rural,South America,desktop,Android,Safari,139326,0.992760199,1,732.761194,199037.1429,0.9,0.8,0.7
4918,Nov-50,manufacturing,email,5496,29,55+,Asia-Pacific,desktop,Windows,Firefox,429780,0.577203612,1,189.5172414,716300,0.9,0.7,0.8
4919,51-100,healthcare,social media,35443,78,18-34,Europe,desktop,iOS,Chrome,494173,0.911941768,0,454.3974359,494173,0.9,0.9,0.9
4920,Nov-50,retail,email,9174,85,55+,North America,tablet,iOS,Chrome,69352,0.408217129,1,107.9294118,115586.6667,0.7,0.9,0.9
4921,100+,healthcare,search engine,10530,45,35-54,South America,mobile,Android,Safari,147086,0.604295284,1,234,183857.5,0.8,0.8,0.7
4922,51-100,finance,social media,20098,78,55+,South America,mobile,Windows,Firefox,77001,0.694089846,0,257.6666667,128335,0.8,0.7,0.8
4923,Nov-50,finance,email,49092,17,urban,Europe,tablet,iOS,Chrome,178728,0.986112973,1,2887.764706,148940,0.7,0.9,0.9
4924,100+,retail,search engine,33114,48,55+,Europe,mobile,Windows,Chrome,28985,0.112738507,0,689.875,48308.33333,0.8,0.7,0.9
4925,10-Jan,retail,social media,39421,31,35-54,South America,tablet,Windows,Firefox,138938,0.124780809,1,1271.645161,173672.5,0.7,0.7,0.8
4926,Nov-50,services,search engine,45014,40,suburban,Europe,mobile,Windows,Safari,407280,0.523203486,1,1125.35,452533.3333,0.8,0.7,0.7
4927,Nov-50,finance,social media,35534,28,55+,South America,mobile,Android,Safari,239017,0.055800189,1,1269.071429,398361.6667,0.8,0.8,0.7
4928,Nov-50,manufacturing,influencer,21627,8,urban,North America,desktop,iOS,Safari,217106,0.727479786,1,2703.375,180921.6667,0.9,0.9,0.7
4929,51-100,e-commerce,influencer,23639,57,35-54,North America,tablet,Android,Firefox,499280,0.990755506,1,414.7192982,624100,0.7,0.8,0.8
4930,100+,manufacturing,email,11999,22,18-34,Asia-Pacific,tablet,iOS,Firefox,455056,0.811435778,1,545.4090909,455056,0.7,0.9,0.8
4931,Nov-50,e-commerce,content marketing,31250,17,suburban,South America,desktop,iOS,Chrome,152525,0.265808834,1,1838.235294,169472.2222,0.9,0.9,0.9
4932,Nov-50,retail,content marketing,44511,84,rural,North America,desktop,Windows,Firefox,107973,0.799561342,1,529.8928571,154247.1429,0.9,0.7,0.8
4933,100+,retail,search engine,7692,75,55+,North America,tablet,Windows,Safari,476517,0.627876295,1,102.56,794195,0.7,0.7,0.7
4934,Nov-50,services,social media,11073,68,35-54,Africa,tablet,iOS,Chrome,416236,0.119419765,1,162.8382353,520295,0.7,0.9,0.9
4935,Nov-50,e-commerce,influencer,45998,25,urban,North America,desktop,Windows,Firefox,163577,0.56592415,1,1839.92,136314.1667,0.9,0.7,0.8
4936,Nov-50,finance,content marketing,8247,35,urban,Asia-Pacific,tablet,Windows,Firefox,113725,0.896776602,1,235.6285714,94770.83333,0.7,0.7,0.8
4937,100+,finance,influencer,28005,48,35-54,North America,desktop,Windows,Chrome,348663,0.289922937,1,583.4375,435828.75,0.9,0.7,0.9
4938,Nov-50,finance,search engine,22999,29,urban,Europe,tablet,Android,Safari,373677,0.659107516,1,793.0689655,311397.5,0.7,0.8,0.7
4939,51-100,manufacturing,search engine,5019,66,rural,Africa,desktop,Android,Safari,104376,0.041564732,1,76.04545455,149108.5714,0.9,0.8,0.7
4940,100+,finance,social media,19160,79,suburban,South America,tablet,iOS,Firefox,414560,0.834215303,0,242.5316456,460622.2222,0.7,0.9,0.8
4941,Nov-50,manufacturing,content marketing,25155,24,18-34,Asia-Pacific,tablet,Windows,Chrome,217375,0.205937357,1,1048.125,217375,0.7,0.7,0.9
4942,Nov-50,services,search engine,45089,87,urban,North America,mobile,Windows,Firefox,27374,0.608625236,1,518.2643678,22811.66667,0.8,0.7,0.8
4943,100+,e-commerce,search engine,44374,61,urban,South America,tablet,Windows,Chrome,179928,0.524193442,1,727.442623,149940,0.7,0.7,0.9
4944,Nov-50,services,influencer,45344,24,18-34,North America,desktop,Android,Firefox,422347,0.548130313,1,1889.333333,422347,0.9,0.8,0.8
4945,51-100,e-commerce,email,37398,33,suburban,Africa,mobile,iOS,Safari,309624,0.253736788,1,1133.272727,344026.6667,0.8,0.9,0.7
